Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,TMDB Genres,TMDB Year,TMDB Studio,TMDB Rating,TMDB Number of Ratings,TMDB Country,TMDB Language,TMDB Poster URL,TMDB Trailer Link,TMDB Description,TMDB Runtime,TMDB Budget,TMDB Revenue,TMDB Popularity
Arlington Road,"Thriller, Drama, Mystery",1999-07-09,Screen Gems,63,N/A,A university lecturer scrutinizes the behavioral patterns and logistical operations of a neighboring household.,🏘️🔍🤫💣🏚️🚗🏠📉🕵️‍♂️🌫️,An academic specialist in domestic security becomes preoccupied with the background and motives of the family living adjacent to his suburban home.,"Crime, Drama, Thriller, Mystery",1999,"Lakeshore Entertainment, Screen Gems, Arlington Road Productions Corporation, Gorai / Samuelson Productions, Samuelson Productions, PolyGram Filmed Entertainment",7.035,1250,United States of America,English,https://image.tmdb.org/t/p/w500/4yYHyZuyTTQaEZuHKS7561jXjtR.jpg,https://www.youtube.com/watch?v=tzzT_Iaw0t8,"Bedraggled college professor Michael Faraday has been vexed — and increasingly paranoid — since his wife's accidental death in a botched FBI operation. When a seemingly all-American couple set up house next door, Michael begins to suspect there’s more to them than meets the eye.",117,31000000,41100000,3.454
The Tale,"Drama, Mystery",2018-05-26,HBO Films,99,N/A,A documentarian re-examines the historical accuracy of a personal childhood narrative after locating a forgotten manuscript.,🎞️🏠✍️🔍🌲👧📜🕰️🧠🧩,An investigative inquiry into the reliability of memory and the reconstruction of past events through archived documentation.,"Drama, Mystery",2018,"WeatherVane Productions, Blackbird Films, One Two Films, A Luminous Mind Production, Untitled Entertainment, Gamechanger Films, ZDF",7.1,472,"Germany, United States of America",English,https://image.tmdb.org/t/p/w500/aguq47xq3qhN807rSyz4lJyhAkX.jpg,https://www.youtube.com/watch?v=tXpYsr3AL4U,An investigation into one woman’s memory as she‘s forced to re-examine her first sexual relationship and the stories we tell ourselves in order to survive.,115,,,1.5634
Go,"Crime, Comedy, Thriller",1999-04-09,Columbia Pictures,81,N/A,A retail transaction initiates a series of interconnected events involving various individuals within a twenty-four-hour timeframe.,🛒🌃💊🎭🎰🎄🏃💊🔫🚗,"The film utilizes a non-linear narrative structure to depict three interlocking subplots involving retail employees, television performers, and a sequence of events occurring in a metropolitan environment during a holiday period.","Crime, Comedy, Thriller",1999,"Banner Entertainment, Saratoga Entertainment",6.985,817,United States of America,English,https://image.tmdb.org/t/p/w500/7wMRDZTTziVBAvlLjeejIlxYjHx.jpg,https://www.youtube.com/watch?v=0KTWEFpDOis,"A supermarket clerk decides to step in for an absent drug dealer, setting off an explosive, comedic chain of events.",102,6500000,28451622,1.9908
An Officer and a Spy,"History, Drama, Thriller",2019-11-13,Gaumont,77,N/A,A military intelligence officer investigates procedural inconsistencies regarding a conviction for treason in late nineteenth-century France.,⚖️📜🇫🇷🖋️🎖️🏢🕵️‍♂️💼🔍🏛️,"The film focuses on the Dreyfus Affair through the perspective of Georges Picquart, an officer who discovers evidence indicating that the convicted party is innocent of the charges brought by the state.","History, Drama, Thriller",2019,"R.P. Productions, Gaumont, France 3 Cinéma, France 2 Cinéma, Èliseo Entertainment, RAI Cinema, Légende Films",7.064,1595,"France, Italy",French,https://image.tmdb.org/t/p/w500/kqlzmKVBpGz7OMWfOXlK4y1m9Uz.jpg,https://www.youtube.com/watch?v=HcRpwG6Nl8g,"In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at the Devil’s Island penal colony.",132,25300000,18899214,1.7259
Force Majeure,"Drama, Comedy",2014-10-24,Magnolia Pictures,93,N/A,A family unit undergoes structural strain following a specific behavioral response to a controlled environmental hazard at a mountain resort.,🏔️❄️⛷️🍴🧥😶👪📉🌨️🎿,"Following a perceived life-threatening event during a skiing holiday, a domestic group examines the social expectations and instinctive reactions of its members.",Drama,2014,"Motlys, Coproduction Office, Film i Väst, Plattform Produktion, Parisienne, Auvergne-Rhône-Alpes Cinéma",6.853,1223,"Denmark, France, Norway, Sweden","French, Norwegian, Swedish, English",https://image.tmdb.org/t/p/w500/41agNfzepz2DTdgTBX1fX0QclHp.jpg,https://www.youtube.com/watch?v=skQk2nVaAsI,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",119,,4094339,1.4403
Breakfast on Pluto,"Comedy, Drama",2005-11-16,Sony Pictures Classics,77,N/A,A young individual departs from a rural Irish community to navigate urban environments in search of a maternal figure during a period of civil unrest.,🇮🇪🇬🇧💄👠🚌🕊️🍼📽️🏠🏙️,"The narrative follows a protagonist's journey from a small Irish town to London during the 1970s, exploring themes of identity and familial search amidst political tension.","Drama, Comedy",2005,"Fís Éireann/Screen Ireland, Number 9 Films, Parallel Film Productions, Pathe",7.2,437,"Ireland, United Kingdom",English,https://image.tmdb.org/t/p/w500/14tmdb1PiLNDZf3VD29S2nUKVV0.jpg,https://www.youtube.com/watch?v=5blVrqSKiRc,"In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother.",128,,3900000,1.8957
Men of Honor,"Biography, Drama",2000-11-10,20th Century Fox,42,N/A,An individual pursues a career in a specialized maritime unit while navigating institutional bureaucracy and personal physical challenges.,⚓️🎖️🌊🤿🏅⚓️👨‍✈️🇺🇸🧊🦾,A biographical drama documenting the professional progression of a naval recruit who aspires to achieve the rank of Master Diver amidst systemic resistance.,Drama,2000,Fox 2000 Pictures,7.489,2512,United States of America,English,https://image.tmdb.org/t/p/w500/wNUAnXV1mzOOfvnVBIYsalkk078.jpg,https://www.youtube.com/watch?v=iC3pHZwdmGg,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",129,32000000,82300000,5.2395
The Siege of Jadotville,"Action, Drama, History, War",2016-09-19,Parallel Film Productions,64,N/A,A unit of international peacekeepers occupies a defensive position at a strategic outpost during a mid-century geopolitical conflict.,🇮🇪🇺🇳🏜️🔫🛡️🎖️📻🌵⏳🚁,The film depicts the historical 1961 event where a company of Irish soldiers on a United Nations mission defended their position against a significantly larger force in the Congo.,"War, Drama, Thriller",2016,"Parallel Films, Fís Éireann/Screen Ireland",7.107,942,Ireland,"French, English, Irish",https://image.tmdb.org/t/p/w500/adrno1y0mKpMwjSlMQojZEUk82V.jpg,https://www.youtube.com/watch?v=rHNtzyXvyLc,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,108,,,1.4625
Spirit: Stallion of the Cimarron,"Animation, Adventure, Family, Western",2002-05-24,DreamWorks Animation,70,N/A,A wild horse navigates the changing landscape of the 19th-century American frontier while encountering various human factions.,🐎🏜️🦅⛰️☀️🇺🇸🚂🏞️🧡🏇,"Set in the American West during the late 19th century, the narrative follows a Kiger Mustang as he is captured by the United States Cavalry and subsequently escapes with the assistance of a Native American man, depicting the broader context of territorial expansion.","Animation, Adventure, Family, Drama, Western",2002,"DreamWorks Animation, DreamWorks Pictures",7.697,4919,United States of America,English,https://image.tmdb.org/t/p/w500/cUgYrz4twiJ3QgVGpRfey984NIB.jpg,https://www.youtube.com/watch?v=4UzmHsy4u8s,A captured mustang remains determined to return to his herd no matter what.,83,80000000,122563539,8.4866
The Butler,"Biography, Drama, History",2013-08-16,The Weinstein Company,72,N/A,A domestic staff member witnesses several decades of executive branch transitions and social shifts within a prominent government residence.,🏛️🇺🇸🤵🏾📜⌛🏙️⚖️🎖️🕯️🏢,"The narrative chronicles the multi-decade career of a service worker at the White House, detailing his perspective on evolving social dynamics and historical events during the mid-to-late 20th century.",Drama,2013,"Follow Through Productions, Salamander Pictures, Laura Ziskin Productions, Lee Daniels Entertainment, Pam Williams Productions, Windy Hill Pictures",7.326,3034,United States of America,English,https://image.tmdb.org/t/p/w500/pAi8Bl3ZKX6pANPVhNwbhbQANop.jpg,https://www.youtube.com/watch?v=eZ4xDTz8Avc,"Cecil Gaines was a sharecropper's son who grew up in the 1920s as a domestic servant for the white family who casually destroyed his. Eventually striking out on his own, Cecil becomes a hotel valet of such efficiency and discreteness in the 1950s that he becomes a butler in the White House itself. There, Cecil would serve numerous US Presidents over the decades as a passive witness of history with the American Civil Rights Movement gaining momentum even as his family has troubles of its own. As his wife, Gloria, struggles with alcoholism and his defiant eldest son, Louis, strives for a just world, Cecil must decide whether he should take action in his own way.",132,25000000,177313795,2.4336
Broadcast News,"Comedy, Drama, Romance",1987-12-16,20th Century Fox,98,N/A,A television production team navigates internal professional rivalries and changing industry standards within a national news bureau.,📺🎙️👔💼🗽🏢🎥☕📉❤️,A workplace drama examining the intersection of journalistic integrity and commercial appeal through the professional and personal interactions of three network news employees.,"Comedy, Romance",1987,"Amercent Films, American Entertainment Partners L.P., Gracie Films, 20th Century Fox",6.778,467,United States of America,"English, French, Spanish, German",https://image.tmdb.org/t/p/w500/kQNR1Lc0qAF5xuBySpDn481KVjb.jpg,https://www.youtube.com/watch?v=WXYq-X3E7Ag,A high-strung news producer finds herself in a love triangle between a talented but self-doubting reporter and a charming news anchor who embodies the growing trivialization of news that she is determined to fight against.,133,20000000,67330500,1.5358
The Ghost Writer,"Thriller, Mystery, Drama",2010-03-19,Summit Entertainment,84,N/A,An author assumes the task of finalizing a high-profile political memoir within a secluded island residence.,🌧️🖋️📂🏡⌨️🕵️‍♂️🚢🧥🎞️💼,A professional writer hired to complete the memoirs of a former British Prime Minister discovers clues suggesting his predecessor's death was not accidental.,"Thriller, Mystery",2010,"R.P. Productions, France 2 Cinéma, Runteam, Studio Babelsberg, Elfte Babelsberg Film",6.822,2449,"France, Germany, United Kingdom",English,https://image.tmdb.org/t/p/w500/rK7m2Ba0ieXa37NaAmrx4dfRvvM.jpg,https://www.youtube.com/watch?v=B3NrIz5lwVo,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,128,45000000,60300000,2.3564
Vanishing Point,"Action, Crime, Thriller",1971-03-13,20th Century Fox,79,N/A,A former racing driver attempts a high-speed vehicle delivery across the American West while being tracked by regional law enforcement and a radio broadcaster.,🏎️🏜️🛣️📻🚓🌵🕶️⛽🏁💨,"A delivery driver attempts to transport a 1970 Dodge Challenger from Denver to San Francisco within a compressed timeframe, encountering various interpersonal and societal obstacles along the interstate highway system.","Action, Crime, Drama, Thriller",1971,"Cupid Productions, 20th Century Fox",7.081,519,United States of America,English,https://image.tmdb.org/t/p/w500/1ThnpFx2G2HPhecvODGFEQxfOpO.jpg,https://www.youtube.com/watch?v=0P2VCMT8vAw,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",99,1300000,72266306,1.77
