Title,Genres,Release Date,Year,Studio,CriticScore,TMDBRating,Country,Language,Hint,Description,Emojis,PosterURL,TrailerURL,DiffEasy,DiffNormal,DiffHard,DiffImpossible
Nimona,"Animation, Family, Fantasy, Adventure, Science Fiction, Action",2023-06-30,2023.0,Annapurna Pictures,92.0,7.9,"United States of America, United Kingdom",English,A chaotic entity with an ever-changing form joins forces with a fugitive protector to expose the darkness behind a walled kingdom's light.,"In a futuristic medieval world, a knight framed for a crime he didn't commit teams up with a mischievous, shapeshifting teen to clear his name.",🦎🛡️🏰🦄🚀🤘🔥🕵️‍♂️🗡️🌈,https://image.tmdb.org/t/p/w500/2NQljeavtfl22207D1kxLpa4LS3.jpg,https://www.youtube.com/watch?v=f_fuHRyQbOc,False,False,False,True
The Others,"Horror, Mystery, Thriller",2001-08-10,2001.0,Cruise/Wagner Productions,84.0,7.6,"Spain, United States of America, France",English,Light is the enemy when the boundaries between the living and the departed begin to blur within a fog-shrouded manor.,A woman living in a secluded mansion with her two photosensitive children becomes convinced that their home is haunted by intruders.,🕯️🏠👻🌫️🕯️👩‍👧‍👦🗝️🚪⛈️🤫,https://image.tmdb.org/t/p/w500/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,https://www.youtube.com/watch?v=GekkoBitLvM,False,True,True,True
Office Space,Comedy,1999-02-19,1999.0,20th Century Fox,80.0,7.4,United States of America,English,A soul-crushing cubicle existence leads to a calculated act of rebellion against the mundane machinery of corporate life.,A disgruntled software engineer and his colleagues stage a rebellion against their monotonous corporate jobs and incompetent management.,🏢🖇️💻☕👔📠📉🔥🎂🔨,https://image.tmdb.org/t/p/w500/iEmTwOkUaLziMQCUZii5wPQBIAO.jpg,https://www.youtube.com/watch?v=3_fG_zLbBeU,False,False,False,True
Baby Driver,"Action, Crime",2017-06-28,2017.0,Big Talk Studios,92.0,7.4,"United Kingdom, United States of America",English,A rhythm-obsessed getaway expert navigates one last heist through a symphony of screeching tires and heavy bass.,"A talented young getaway driver relies on the beat of his personal soundtrack to be the best in the game, but must face the music when a doomed heist threatens his life, love, and freedom.",🏎️💨🎧🎶🔫💰🕶️🌇🔥💔,https://image.tmdb.org/t/p/w500/tYzFuYXmT8LOYASlFCkaPiAFAl0.jpg,https://www.youtube.com/watch?v=jGGptGEAo2U,False,False,False,True
Romeo and Juliet,"Drama, Romance",1968-10-08,1968.0,Paramount Pictures,95.0,7.4,"Italy, United Kingdom, United States of America",English,Two ancient bloodlines ignite a fatal spark when their youngest heirs find a forbidden sanctuary in each other's arms.,The definitive film adaptation of Shakespeare's tragedy follows two teenagers from rival families who fall in love with catastrophic consequences.,⚔️💔🌹🏰🍷💀🎭🕯️💍⛲,https://image.tmdb.org/t/p/w500/vaBQKLbSWkXGTOlsz9ARdJP4lvg.jpg,https://www.youtube.com/watch?v=gvCpDknV6Ps,False,False,False,True
What We Do in the Shadows,"Comedy, Horror",2014-06-19,2014.0,Unison Films,96.0,7.5,"New Zealand, United States of America",German,Ancient roommates struggle to balance the chores of a shared flat with the bloody demands of their nocturnal lifestyle.,A documentary crew follows the nightly lives of several centuries-old roommates as they navigate the complexities of modern New Zealand society.,🧛🦇🩸📽️🏠🏰🧛‍♂️🌑💀🤣,https://image.tmdb.org/t/p/w500/a2rD3i3DBMeYbA34rBv6z3B9S3a.jpg,https://www.youtube.com/watch?v=WBly4AfHc3c,False,False,False,True
West Side Story,"Drama, Romance, Crime",2021-12-10,2021.0,20th Century Studios,91.0,6.9,United States of America,English,Forbidden love ignites a rhythmic war between rival factions on the crumbling streets of a changing city.,Love at first sight strikes when young Tony spots Maria at a high school dance in 1957 New York City. Their burgeoning romance helps to fuel the fire between the warring Jets and Sharks — two rival gangs vying for control of the streets.,💃🕺⚔️🏙️💔🎷👟🌆🧤🩸,https://image.tmdb.org/t/p/w500/yfz3IUoYYSY32tkb97HlUBGFsnh.jpg,https://www.youtube.com/watch?v=A5GJLwWiYSg,False,False,False,True
Guardians of the Galaxy Vol. 2,"Science Fiction, Adventure, Action",2017-05-05,2017.0,Marvel Studios,85.0,7.6,United States of America,English,"A celestial reunion reveals that blood might be thicker than water, but it's often far more dangerous.",The team travels across the cosmos to help their leader learn more about his true parentage while escaping a gold-skinned race and facing an ego-driven threat.,🌌🚀🎧🌳🦝👨‍👦💥💫🎸🌌,https://image.tmdb.org/t/p/w500/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,https://www.youtube.com/watch?v=wUn05hdkhjM,True,True,True,True
Moulin Rouge!,"Drama, Romance, Music",2001-06-01,2001.0,20th Century Fox,76.0,7.5,"Australia, United States of America",French,"A penniless writer finds himself entangled in a tragic, neon-soaked romance within a world of spectacle and song.","Set in 1899 Paris, this jukebox musical follows a young English poet who falls in love with the star of a legendary cabaret, but their passion is threatened by a wealthy duke and a hidden illness.",💃💔💎🇫🇷🎤🎭✨🎶🥂🌹,https://image.tmdb.org/t/p/w500/2kjM5CUZRIU5yOANUowrbJcRL9L.jpg,https://www.youtube.com/watch?v=2PpgPxjzbkA,False,False,True,True
Zombieland,"Comedy, Horror",2009-10-02,2009.0,Columbia Pictures,89.0,7.3,United States of America,English,A survivalist's rigid checklist becomes the ultimate travel guide through a post-apocalyptic carnival of chaos.,"In a world overrun by the undead, a cautious college student joins forces with a gun-toting tough guy and two sisters on a road trip across America to find a rumored safe haven.",🧟🚗🔫🍫🤡🎢🗺️🤜🤛🏚️,https://image.tmdb.org/t/p/w500/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,https://www.youtube.com/watch?v=8m9EVP8X7N8,False,False,False,True
Deadpool 2,"Action, Comedy, Adventure",2018-05-18,2018.0,Maximum Effort,84.0,7.5,United States of America,Cantonese,A motor-mouthed mercenary forms a ragtag collective to shield a flame-wielding youth from a chronal traveler seeking retribution.,"Wisecracking mercenary Deadpool assembles a team of mutants to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",⚔️🔫🔴💥🦄🧬⏳💀😂🍔,https://image.tmdb.org/t/p/w500/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,https://www.youtube.com/watch?v=20bpjtCbCz0,True,True,True,True
RoboCop,"Action, Thriller, Science Fiction",1987-07-17,1987.0,Orion Pictures,92.0,7.4,United States of America,English,"Iron justice walks the streets of a dying city, seeking a soul lost in the machinery of corporate greed.","In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",🤖👮‍♂️🏙️🩸🔫🦾💻🚁💾🚨,https://image.tmdb.org/t/p/w500/esmAU0fCO28FbS6bUBKLAzJrohZ.jpg,https://www.youtube.com/watch?v=NC7Dzlh2EWk,False,True,True,True
The Godfather Part III,"Crime, Drama, Thriller",1990-12-25,1990.0,Paramount Pictures,66.0,7.4,United States of America,English,"Just when an aging empire seeks legitimacy, the shadows of the past refuse to let go.",An aging patriarch attempts to legitimize his family business and find a worthy successor while navigating the treacherous waters of international finance and the Vatican.,🍷🔫🇮🇹⛪🎭🎻🥀💰👴🩸,https://image.tmdb.org/t/p/w500/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,https://www.youtube.com/watch?v=qQR85-nGk2M,False,True,True,True
Train to Busan,"Horror, Thriller, Action, Adventure",2016-07-20,2016.0,Next Entertainment World,95.0,7.8,South Korea,Korean,A high-speed race for survival becomes a desperate struggle as an unstoppable hunger consumes the steel cabins one by one.,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",🚆🧟🩸🏃‍♂️👨‍👧😰🚉🛤️🏢😱,https://image.tmdb.org/t/p/w500/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,https://www.youtube.com/watch?v=0_sV9luPnMk,False,False,False,True
Moneyball,Drama,2011-09-23,2011.0,Scott Rudin Productions,94.0,7.3,United States of America,English,Mathematics transforms an aging pastime into a game of calculated risks and undervalued assets.,The story of Oakland Athletics general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,⚾📈💻📉👞👔🏟️📊🧐🤝,https://image.tmdb.org/t/p/w500/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,https://www.youtube.com/watch?v=RAG74hfW4pM,False,False,False,True
Kick-Ass,"Action, Crime",2010-04-16,2010.0,Plan B Entertainment,77.0,7.1,"United Kingdom, United States of America",English,A dreamer finds that lack of talent is no obstacle to high-stakes vigilantism and bone-breaking consequences.,"A high school student and comic book fan decides to become a real-life superhero, despite having no powers or training, and soon finds himself caught in a violent war against a local crime boss.",👊🦸‍♂️🩸💥🎭🏙️🛹🔪🔫⚡,https://image.tmdb.org/t/p/w500/iHMbrTHJwocsNvo5murCBw0CwTo.jpg,https://www.youtube.com/watch?v=RdBiTjy7AEI,False,False,False,True
The Butterfly Effect,"Science Fiction, Thriller",2004-01-23,2004.0,FilmEngine,33.0,7.6,"Canada, United States of America",English,"Revisiting ink-stained memories allows for a rewrite, yet every correction yields a darker distortion.","A young man struggling with repressed childhood trauma discovers he can travel back in time to inhabit his former self, but his attempts to fix the past have tragic consequences for his current life.",🦋⏳📔🌀⛈️🧠💔🩸🔄🪦,https://image.tmdb.org/t/p/w500/ea5iv7TWMh18fOKoRGgmtcg85Gx.jpg,https://www.youtube.com/watch?v=KctopagSGJE,False,False,False,True
Midnight in Paris,"Fantasy, Comedy, Romance",2011-05-20,2011.0,Mediapro,93.0,7.5,"France, Spain, United States of America",English,A dreamer finds himself stepping through a temporal threshold into a legendary city's golden age whenever the clock strikes twelve.,"While on a trip to the City of Light with his fiancée, a nostalgic screenwriter finds himself mysteriously transported back to the 1920s every night at the stroke of midnight.",🕰️🇫🇷🍷✍️✨🌙📜🎨🎭🌌,https://image.tmdb.org/t/p/w500/4wBG5kbfagTQclETblPRRGihk0I.jpg,https://www.youtube.com/watch?v=FAfR8omt-CY,False,False,False,True
Gifted,"Drama, Comedy",2017-04-12,2017.0,Grade A Entertainment,73.0,8.0,"United Kingdom, United States of America",English,A brilliant mind becomes the center of a tug-of-war between a humble upbringing and a demanding legacy.,"A single man raising his child prodigy niece is drawn into a custody battle with his mother, who has ambitious plans for the girl's mathematical talents.",🧮🏫⚖️⛵🍎🧬💔🏠🌅🐈,https://image.tmdb.org/t/p/w500/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,https://www.youtube.com/watch?v=x7CAjpdRaXU,False,False,False,True
The Birds,"Horror, Thriller",1963-03-28,1963.0,Alfred J. Hitchcock Productions,94.0,7.5,United States of America,English,"Sudden, unexplained avian aggression transforms a quiet coastal escape into a claustrophobic nightmare.",A wealthy socialite pursues a man to a coastal town where nature inexplicably turns lethal as flocks of winged creatures launch relentless attacks.,🦅🕊️😱🌲🏚️🦢🌊🦢🦅😨,https://image.tmdb.org/t/p/w500/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,https://www.youtube.com/watch?v=lCxR7dlavwg,False,False,False,True
The Reader,"Drama, Romance",2008-12-10,2008.0,The Weinstein Company,63.0,7.5,"Germany, United States of America",English,A secret kept to avoid embarrassment proves more costly than the crimes of a dark history.,"In post-WWII Germany, a young law student's life is forever changed when he encounters his former lover on trial for her role as a guard in a concentration camp.",📖📜⚖️🚂🧥🥀💔🎭🏛️🤐,https://image.tmdb.org/t/p/w500/r0WURbmnhgKeBpHcpDULBgRedQM.jpg,https://www.youtube.com/watch?v=JA1J2WmFGUw,False,False,False,True
End of Watch,"Crime, Drama, Thriller",2012-09-21,2012.0,5150 Action,85.0,7.4,United States of America,English,Two brothers in blue record their daily grind until a high-stakes discovery turns them into prey.,"Captured through hand-held cameras, two LAPD partners face the lethal consequences of crossing a powerful cartel.",🚔👮‍♂️🎥🔫🔥🇲🇽🏙️🤝🚔🩸,https://image.tmdb.org/t/p/w500/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,https://www.youtube.com/watch?v=TYGXe5ggBx0,False,False,False,True
Inside Man,"Crime, Drama, Thriller",2006-03-24,2006.0,40 Acres and a Mule Filmworks,81.0,7.4,United States of America,English,A master architect of chaos builds a temporary sanctuary within vault walls to unearth a legacy of hidden shame.,"A tough detective matches wits with a brilliant bank robber who is always several steps ahead, turning a heist into a complex puzzle involving high-stakes secrets.",🏦🎭🧩💎🤫💼🕵️‍♂️🔦🔒⏳,https://image.tmdb.org/t/p/w500/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,https://www.youtube.com/watch?v=4G7n7O5pel0,False,True,True,True
Minority Report,"Science Fiction, Action, Thriller",2002-06-21,2002.0,Digital Image Associates,90.0,7.4,United States of America,English,A visual seeker of future sins finds himself fleeing from a fate decreed by three dreamers in a pool.,"In a future where technology can predict crimes before they happen, a specialized police officer is accused of a future murder and must prove his innocence.",🔮👁️🏃‍♂️💊🌧️🔫🏢⚖️🤖🕶️,https://image.tmdb.org/t/p/w500/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg,https://www.youtube.com/watch?v=3JNsNp2DVSE,False,True,True,True
Sherlock Holmes,"Adventure, Crime, Mystery",2009-12-25,2009.0,Warner Bros. Pictures,70.0,7.2,"United States of America, United Kingdom",English,A sharp mind and a heavy fist unravel a supernatural deception in the heart of a foggy empire.,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,🕵️‍♂️🔍🎩🇬🇧🎻👊🧪🕸️🌑🕰️,https://image.tmdb.org/t/p/w500/momkKuWburNTqKBF6ez7rvhYVhE.jpg,https://www.youtube.com/watch?v=zBQfbc1t_I8,True,True,True,True
The Fly,"Horror, Science Fiction",1986-08-15,1986.0,SLM Production Group,93.0,7.4,United States of America,English,A desperate leap across space results in a biological merger that slowly strips away a man's identity and skin.,A brilliant but eccentric scientist begins to transform into a giant man-fly hybrid after one of his experiments goes horribly wrong.,🧬🪰🧪🤮😱🧫🔬👨‍🔬💔🕸️,https://image.tmdb.org/t/p/w500/8gZWMhJHRvaXdXsNhERtqNHYpH3.jpg,https://www.youtube.com/watch?v=YPhM5T1DViw,False,True,True,True
Lost Highway,"Drama, Thriller, Mystery",1997-02-21,1997.0,CiBy 2000,68.0,7.5,"France, United States of America",English,A musician identity unravels in a surreal loop of mysterious tapes and inexplicable transformations along a dark nocturnal road.,"A jazz saxophonist is framed for his wife's murder and inexplicably transforms into a young mechanic while on death row, leading to a hallucinatory journey through a fractured reality.",🎷🎞️🏠📼📱🌚🌀💄🔀🛣️,https://image.tmdb.org/t/p/w500/fdTtij6H0sX9AzIjUeynh5zbfm7.jpg,https://www.youtube.com/watch?v=TJGd5CUfar8,False,False,False,True
A Star Is Born,"Music, Drama, Romance",2018-10-05,2018.0,Warner Bros. Pictures,90.0,7.5,United States of America,English,"A fading light guides a hidden talent into the blinding glow of fame, only for the shadow of the past to pull them apart.",A seasoned musician discovers—and falls in love with—a struggling artist whose career takes off while his own spirals into decline.,🎸🎤🥃🌟🎶💔🐾🌅🥃🧥,https://image.tmdb.org/t/p/w500/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,https://www.youtube.com/watch?v=UywJmJ6ohvc,False,True,True,True
